monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,txn_intensity,savings_commitment_ratio,airtime_stability,no_prior_loan_flag
2,31.18,-1.293,7,1.11,0,4.0,0.0,0,,,60.0,49.0,1,193.98,4,3.8137,0.0,0.1388,1
8,44.01,0.911,10,1.98,1,53.0,18.37,1,0.323,4.2,44.0,30.0,2,226.0,4,8.3646,0.4081,0.18,0
6,25.05,0.293,15,4.12,0,5.0,0.0,0,,,58.0,21.0,17,261.81,52,6.3437,0.0,0.2575,1
10,48.08,0.122,10,2.94,1,31.0,11.6,0,,,24.0,47.0,2,283.95,24,9.3361,0.2363,0.2673,1
16,46.45,-0.179,14,1.0,1,23.0,18.11,1,0.92,0.7,68.0,88.0,3,139.82,4,10.9353,0.3817,0.0667,0
12,28.05,-0.125,11,1.23,1,56.0,11.03,0,,,21.0,68.0,2,287.01,4,8.6414,0.3797,0.1025,1
16,229.1,-0.182,19,3.14,0,0.0,0.0,1,0.925,0.8,62.0,94.0,8,163.54,8,15.4085,0.0,0.157,0
11,13.96,0.047,20,4.69,0,0.0,0.0,0,,,81.0,75.0,6,226.6,8,6.7226,0.0,0.2233,1
5,14.43,-0.847,5,3.49,0,4.0,0.0,1,0.813,5.1,20.0,22.0,2,66.99,8,4.9028,0.0,0.5817,0
4,32.82,-0.151,6,2.59,0,22.0,0.0,1,0.909,11.4,31.0,39.0,2,222.4,4,5.6669,0.0,0.37,0
15,18.82,0.403,14,3.55,0,3.0,0.0,0,,,37.0,53.0,4,831.11,12,8.2809,0.0,0.2367,1
18,43.62,0.2,11,2.2,0,3.0,0.0,1,0.583,34.9,37.0,20.0,2,1068.72,12,11.1835,0.0,0.1833,0
21,79.14,-0.099,9,1.46,0,0.0,0.0,0,,,19.0,55.0,2,328.04,12,13.5504,0.0,0.146,1
21,90.41,-0.138,10,1.98,0,10.0,0.0,0,,,72.0,40.0,4,135.8,4,13.9572,0.0,0.18,1
14,39.15,0.196,14,2.75,0,12.0,0.0,0,,,71.0,56.0,6,296.49,24,9.9998,0.0,0.1833,1
17,55.97,0.902,21,2.14,0,11.0,0.0,0,,,66.0,14.0,4,1002.12,24,11.6844,0.0,0.0973,1
13,61.18,-0.52,9,1.79,0,4.0,0.0,1,0.804,2.9,46.0,38.0,2,852.16,12,10.8994,0.0,0.179,0
8,17.91,0.575,9,1.68,1,61.0,16.72,1,0.779,37.3,55.0,70.0,3,931.61,12,6.4592,0.8842,0.168,0
8,30.33,-1.04,11,1.12,0,2.0,0.0,0,,,74.0,70.0,0,89.89,24,7.5685,0.0,0.0933,1
13,30.52,-0.914,7,1.05,0,4.0,0.0,1,0.745,59.3,26.0,43.0,2,128.56,12,9.1064,0.0,0.1312,0
29,64.63,-0.445,21,3.1,0,16.0,0.0,1,0.883,0.4,87.0,62.0,12,790.6,12,14.2307,0.0,0.1409,0
12,69.76,0.44,8,2.13,0,4.0,0.0,0,,,61.0,47.0,4,230.13,8,10.9249,0.0,0.2367,1
31,72.14,1.834,27,3.07,0,8.0,0.0,0,,,78.0,19.0,11,1320.87,8,14.8762,0.0,0.1096,1
21,52.16,0.061,12,3.69,1,27.0,13.26,0,,,49.0,24.0,3,82.84,8,12.2817,0.2494,0.2838,1
25,140.05,1.765,23,3.78,1,64.0,34.16,1,0.858,13.0,63.0,67.0,16,629.77,4,16.1247,0.2422,0.1575,0
7,31.62,-0.861,12,1.78,1,68.0,12.14,1,0.714,59.1,24.0,88.0,5,51.67,12,7.2467,0.3722,0.1369,0
14,35.72,0.052,17,3.41,0,1.0,0.0,0,,,34.0,47.0,7,78.96,8,9.758,0.0,0.1894,1
22,30.44,1.11,13,4.27,1,79.0,10.09,1,0.584,15.4,58.0,52.0,7,728.78,12,10.8114,0.3209,0.305,0
9,119.7,0.046,8,1.71,1,71.0,53.16,0,,,54.0,84.0,8,183.3,52,11.037,0.4404,0.19,1
8,62.63,-0.489,12,1.22,0,2.0,0.0,0,,,39.0,39.0,3,437.77,8,9.1253,0.0,0.0938,1
24,86.72,0.431,16,3.33,0,1.0,0.0,0,,,45.0,54.0,7,524.78,8,14.4017,0.0,0.1959,1
25,34.95,-0.158,17,5.02,0,0.0,0.0,1,0.749,25.3,56.0,80.0,6,610.09,12,11.6709,0.0,0.2789,0
31,143.68,0.57,19,13.55,0,1.0,0.0,0,,,59.0,67.0,11,1023.63,12,17.2404,0.0,0.6775,1
16,72.76,-0.722,10,9.79,0,8.0,0.0,0,,,57.0,65.0,4,240.13,8,12.1851,0.0,0.89,1
16,87.56,0.204,13,3.73,1,97.0,11.82,1,0.636,5.8,54.0,52.0,10,693.02,4,12.7032,0.1335,0.2664,0
22,194.2,0.358,13,2.72,1,74.0,24.91,1,0.751,28.9,56.0,81.0,2,342.36,12,16.5367,0.1276,0.1943,0
18,19.65,-0.011,18,2.69,0,18.0,0.0,1,0.912,16.8,40.0,88.0,5,328.58,24,8.9149,0.0,0.1416,0
10,7.64,-0.817,10,0.74,0,3.0,0.0,1,0.455,15.0,57.0,83.0,2,200.14,8,5.1708,0.0,0.0673,0
7,38.55,-0.086,12,1.54,0,0.0,0.0,1,0.654,59.2,45.0,61.0,2,124.21,4,7.6473,0.0,0.1185,0
8,25.17,-0.343,18,1.87,0,3.0,0.0,1,0.735,19.8,12.0,88.0,1,201.12,4,7.1731,0.0,0.0984,0
22,42.16,-0.302,25,10.0,0,11.0,0.0,1,0.71,4.2,23.0,53.0,5,385.29,12,11.8049,0.0,0.3846,0
24,105.29,-0.106,21,3.6,1,67.0,19.23,0,,,30.0,31.0,14,548.06,12,15.0198,0.1809,0.1636,1
15,61.09,0.51,25,5.91,1,64.0,26.3,1,0.595,7.3,22.0,58.0,10,336.3,4,11.4469,0.4236,0.2273,0
24,37.63,0.408,14,2.26,0,4.0,0.0,1,0.923,1.7,57.0,82.0,3,257.95,12,11.7619,0.0,0.1507,0
29,150.5,1.39,20,1.9,1,68.0,33.42,1,0.786,2.0,83.0,92.0,4,1819.25,24,17.076,0.2206,0.0905,0
29,54.58,1.004,19,3.11,0,5.0,0.0,0,,,40.0,51.0,16,190.44,8,13.6654,0.0,0.1555,1
23,79.14,0.054,19,6.84,1,52.0,25.2,1,0.672,2.6,43.0,80.0,3,166.13,8,13.9319,0.3144,0.342,0
7,18.08,-0.141,7,3.57,1,72.0,18.23,0,,,78.0,44.0,3,459.15,8,6.1315,0.9555,0.4462,1
19,50.37,-0.507,16,5.52,0,5.0,0.0,1,0.887,37.4,55.0,77.0,3,268.08,24,11.8004,0.0,0.3247,0
21,74.28,-0.037,12,2.06,1,72.0,37.87,0,,,34.0,27.0,2,266.15,24,13.3571,0.5031,0.1585,1
23,39.81,0.372,24,4.91,0,10.0,0.0,0,,,37.0,89.0,9,227.24,8,11.7872,0.0,0.1964,1
25,773.22,0.391,21,6.49,1,62.0,15.85,1,0.764,1.9,43.0,56.0,12,701.06,52,21.6724,0.0205,0.295,0
11,17.8,-1.15,10,2.34,0,1.0,0.0,1,0.654,19.5,27.0,7.0,1,285.1,8,7.2904,0.0,0.2127,0
24,142.15,-0.429,11,7.57,0,1.0,0.0,0,,,70.0,61.0,11,473.01,4,15.9782,0.0,0.6308,1
13,29.78,0.417,9,2.14,1,47.0,13.9,1,0.811,4.7,37.0,53.0,3,66.39,8,9.0437,0.4516,0.214,0
19,87.21,0.404,23,2.73,1,95.0,19.21,1,0.817,2.7,32.0,21.0,5,118.03,24,13.42,0.2178,0.1138,0
12,92.49,0.481,10,2.8,1,65.0,26.81,0,,,33.0,49.0,4,222.2,8,11.6394,0.2868,0.2545,1
10,34.67,0.264,9,2.15,0,9.0,0.0,0,,,30.0,57.0,6,140.2,52,8.5708,0.0,0.215,1
16,33.21,-1.182,15,3.15,1,59.0,15.57,1,0.673,25.4,13.0,78.0,5,236.6,4,10.0084,0.4551,0.1969,0
22,46.2,1.167,21,25.25,1,58.0,21.85,0,,,58.0,87.0,8,126.65,8,12.0854,0.4629,1.1477,1
14,20.93,-0.114,15,3.45,0,3.0,0.0,0,,,34.0,73.0,2,277.49,12,8.3621,0.0,0.2156,1
24,21.0,-0.317,20,3.32,0,1.0,0.0,0,,,78.0,83.0,9,315.48,4,9.9497,0.0,0.1581,1
26,54.46,1.529,22,1.31,1,53.0,21.84,1,0.805,4.1,64.0,59.0,8,571.28,12,13.235,0.3938,0.057,0
13,44.47,0.602,22,3.59,1,78.0,41.78,0,,,77.0,71.0,4,369.62,52,10.0734,0.9188,0.1561,1
11,71.53,0.452,15,2.08,0,0.0,0.0,1,0.874,8.1,89.0,82.0,4,230.31,8,10.6453,0.0,0.13,0
12,66.01,-0.161,8,1.85,0,1.0,0.0,0,,,62.0,19.0,2,260.51,12,10.7852,0.0,0.2056,1
11,75.85,-0.325,13,1.38,1,69.0,17.47,1,0.862,53.3,56.0,70.0,7,669.25,52,10.7891,0.2273,0.0986,0
15,35.02,0.229,15,2.42,1,92.0,15.89,1,0.621,8.3,47.0,77.0,6,344.13,4,9.9372,0.4411,0.1512,0
23,79.69,0.658,13,6.69,1,51.0,22.02,0,,,47.0,48.0,3,423.01,52,13.9536,0.2729,0.4779,1
13,32.32,0.62,10,1.25,0,8.0,0.0,1,0.794,8.5,40.0,48.0,1,41.91,12,9.253,0.0,0.1136,0
7,37.65,-0.685,8,1.03,0,5.0,0.0,0,,,29.0,32.0,1,67.96,8,7.5994,0.0,0.1144,1
35,129.39,2.013,28,4.49,1,64.0,48.99,0,,,58.0,74.0,12,148.41,4,17.4536,0.3757,0.1548,1
22,64.88,-0.442,12,4.62,1,51.0,40.31,1,0.706,27.0,40.0,19.0,12,472.62,24,13.1309,0.6119,0.3554,0
15,23.0,0.17,20,4.05,1,27.0,18.5,1,0.745,18.4,21.0,71.0,5,312.68,8,8.8114,0.7708,0.1929,0
13,110.99,-0.731,13,3.24,0,9.0,0.0,0,,,48.0,92.0,6,1323.41,4,12.4522,0.0,0.2314,1
18,62.1,-0.291,9,7.29,0,1.0,0.0,1,0.899,10.1,62.0,40.0,7,80.11,8,12.2039,0.0,0.729,0
14,37.28,0.205,14,2.76,1,79.0,21.11,0,,,36.0,17.0,2,83.54,12,9.8706,0.5515,0.184,1
16,11.59,-0.272,7,2.62,1,82.0,26.83,0,,,77.0,95.0,4,122.88,52,7.1763,2.1311,0.3275,1
13,39.72,0.275,13,2.14,0,9.0,0.0,0,,,47.0,27.0,11,167.5,24,9.7822,0.0,0.1529,1
32,34.63,-0.096,12,4.49,1,43.0,33.53,1,0.946,4.3,29.0,88.0,4,517.96,8,12.4937,0.9411,0.3454,0
12,12.78,-1.224,14,2.1,0,1.0,0.0,1,0.508,5.1,59.0,48.0,1,261.28,4,6.7284,0.0,0.14,0
11,54.05,-0.178,10,3.3,0,1.0,0.0,1,0.842,32.7,36.0,47.0,1,307.82,24,9.9601,0.0,0.3,0
16,33.23,-0.202,19,5.14,0,2.0,0.0,1,0.951,5.5,66.0,92.0,6,567.68,8,10.01,0.0,0.257,0
13,27.64,1.342,18,3.62,1,87.0,40.35,1,0.323,0.5,45.0,89.0,7,346.61,52,8.8535,1.4089,0.1905,0
12,93.0,-0.426,18,1.13,0,11.0,0.0,1,0.667,5.4,38.0,62.0,3,128.43,8,11.6533,0.0,0.0595,0
11,30.53,-0.683,11,1.35,0,8.0,0.0,1,0.81,44.9,35.0,53.0,4,223.4,24,8.5753,0.0,0.1125,0
18,11.74,-0.305,13,4.71,0,12.0,0.0,0,,,22.0,69.0,8,418.16,4,7.4929,0.0,0.3364,1
27,257.58,0.161,17,3.07,0,14.0,0.0,1,0.482,11.2,71.0,53.0,5,235.44,8,18.5111,0.0,0.1706,0
17,36.49,-0.224,15,4.2,1,64.0,15.46,0,,,47.0,33.0,4,104.89,12,10.4749,0.4124,0.2625,1
12,27.01,-1.105,16,3.59,0,0.0,0.0,1,0.827,19.2,23.0,88.0,4,166.38,24,8.5479,0.0,0.2112,0
23,82.66,1.182,20,6.22,1,40.0,12.96,1,0.844,20.7,70.0,80.0,11,294.42,12,14.0685,0.1549,0.2962,0
13,30.51,0.247,17,1.23,0,7.0,0.0,1,0.835,0.1,21.0,81.0,8,477.18,4,9.1056,0.0,0.0683,0
20,75.92,-1.063,7,2.5,1,58.0,16.28,0,,,33.0,34.0,5,286.34,4,13.2216,0.2116,0.3125,1
26,92.9,0.128,15,1.57,0,2.0,0.0,0,,,39.0,70.0,6,486.05,12,14.9705,0.0,0.0981,1
14,65.68,1.494,12,4.44,0,2.0,0.0,1,0.932,1.6,56.0,29.0,4,253.88,8,11.3736,0.0,0.3415,0
14,82.07,-0.569,12,2.18,1,67.0,16.45,1,0.639,21.6,31.0,82.0,8,513.72,12,11.9687,0.198,0.1677,0
13,37.63,-0.324,16,2.83,0,4.0,0.0,0,,,34.0,72.0,7,251.52,12,9.6432,0.0,0.1665,1
13,32.91,-0.559,13,1.19,0,11.0,0.0,0,,,83.0,45.0,2,474.54,24,9.2993,0.0,0.085,1
24,84.0,1.221,14,4.32,0,2.0,0.0,0,,,61.0,79.0,11,376.05,12,14.3003,0.0,0.288,1
5,32.52,0.067,3,1.06,0,3.0,0.0,0,,,51.0,52.0,2,259.05,8,6.2929,0.0,0.265,1
16,92.68,0.405,19,1.2,0,10.0,0.0,0,,,38.0,67.0,10,741.32,12,12.8625,0.0,0.06,1
9,17.23,0.091,7,1.79,0,14.0,0.0,0,,,13.0,74.0,3,59.1,4,6.6846,0.0,0.2238,1
13,13.56,-1.136,12,1.47,1,45.0,10.37,1,0.702,1.3,72.0,75.0,5,90.88,24,7.0681,0.7122,0.1131,0
32,153.17,-0.766,13,1.5,1,64.0,59.68,0,,,38.0,67.0,8,810.45,12,17.6156,0.3871,0.1071,1
20,79.2,-0.122,10,0.84,1,59.0,31.67,1,0.551,2.4,43.0,57.0,6,539.24,12,13.3488,0.3949,0.0764,0
16,44.95,1.457,15,2.59,0,11.0,0.0,1,0.9,7.9,33.0,93.0,7,375.45,24,10.8443,0.0,0.1619,0
12,21.03,0.859,14,2.52,0,7.0,0.0,0,,,52.0,77.0,1,151.15,4,7.9319,0.0,0.168,1
16,59.68,0.399,15,1.06,1,81.0,41.31,0,,,49.0,93.0,8,76.82,8,11.6321,0.6808,0.0662,1
19,20.26,0.766,20,5.54,0,2.0,0.0,1,0.554,11.2,45.0,61.0,6,295.25,52,9.1574,0.0,0.2638,0
12,144.72,1.206,13,2.3,0,7.0,0.0,0,,,31.0,47.0,5,160.29,8,12.7778,0.0,0.1643,1
22,98.93,0.191,16,7.4,1,39.0,25.14,0,,,66.0,66.0,12,436.41,4,14.4373,0.2516,0.4353,1
23,90.45,0.312,18,2.83,0,13.0,0.0,1,0.707,12.4,51.0,87.0,3,132.5,12,14.3514,0.0,0.1489,0
15,50.41,-0.512,12,2.1,0,6.0,0.0,1,0.854,0.8,34.0,69.0,4,627.39,8,10.9235,0.0,0.1615,0
18,108.0,1.11,9,7.75,0,6.0,0.0,0,,,37.0,48.0,6,256.09,12,13.8134,0.0,0.775,1
7,11.84,-0.05,12,2.52,1,65.0,16.0,0,,,64.0,77.0,2,319.63,8,5.3079,1.2461,0.1938,1
16,98.59,0.767,9,3.09,0,1.0,0.0,1,0.771,0.8,47.0,98.0,4,213.29,4,13.0358,0.0,0.309,0
13,43.22,-0.526,12,3.46,1,26.0,46.68,0,,,25.0,43.0,2,352.46,24,9.9999,1.0556,0.2662,1
19,60.93,-0.606,11,4.15,1,37.0,75.22,0,,,54.0,40.0,3,103.6,24,12.3604,1.2146,0.3458,1
17,55.7,-1.3,13,1.79,0,7.0,0.0,0,,,9.0,80.0,3,272.44,24,11.6707,0.0,0.1279,1
15,70.94,0.543,14,4.82,0,1.0,0.0,0,,,53.0,61.0,4,276.69,4,11.8551,0.0,0.3213,1
9,22.01,0.07,11,1.42,0,15.0,0.0,1,0.665,12.8,44.0,83.0,1,159.98,12,7.2207,0.0,0.1183,0
35,57.88,0.051,12,2.22,0,1.0,0.0,0,,,31.0,56.0,9,553.8,8,14.6046,0.0,0.1708,1
6,41.88,0.642,13,1.5,1,43.0,26.04,1,0.636,14.3,55.0,53.0,2,1018.63,8,7.3135,0.6073,0.1071,0
30,142.78,0.56,15,6.96,0,2.0,0.0,1,0.787,3.6,68.0,64.0,3,389.94,12,17.061,0.0,0.435,0
25,80.94,-0.962,18,4.24,1,17.0,35.16,1,0.541,6.5,75.0,60.0,7,752.65,24,14.3551,0.4291,0.2232,0
7,20.38,-0.169,16,3.95,0,2.0,0.0,1,0.489,0.6,78.0,25.0,4,377.22,8,6.3682,0.0,0.2324,0
17,34.52,0.259,21,2.63,1,40.0,9.73,0,,,53.0,67.0,5,519.77,24,10.3189,0.2739,0.1195,1
15,13.25,0.442,13,1.91,0,13.0,0.0,1,0.861,5.2,27.0,67.0,2,179.19,4,7.3661,0.0,0.1364,0
22,23.54,0.881,22,13.77,1,90.0,20.53,0,,,72.0,52.0,9,296.19,4,10.0345,0.8366,0.5987,1
27,51.79,0.667,12,1.46,0,5.0,0.0,0,,,77.0,47.0,12,998.55,4,13.2166,0.0,0.1123,1
17,83.71,0.074,12,5.02,1,47.0,39.23,0,,,37.0,75.0,2,234.45,8,12.831,0.4631,0.3862,1
9,59.82,-0.819,8,4.16,1,55.0,18.84,1,0.817,8.4,31.0,50.0,5,175.49,8,9.4588,0.3098,0.4622,0
16,62.22,0.404,16,5.46,0,15.0,0.0,0,,,43.0,66.0,2,679.69,8,11.7483,0.0,0.3212,1
23,196.59,-0.635,16,3.86,1,81.0,20.32,1,0.895,9.3,35.0,79.0,10,270.45,4,16.7998,0.1028,0.2271,0
22,77.43,0.339,14,3.71,1,52.0,25.88,0,,,45.0,80.0,15,289.27,4,13.6777,0.33,0.2473,1
16,35.1,-0.724,12,2.41,1,42.0,19.87,1,0.801,18.0,22.0,30.0,1,121.61,24,10.1607,0.5504,0.1854,0
15,33.77,0.003,9,2.46,1,36.0,29.83,1,0.51,8.7,28.0,83.0,2,440.07,4,9.8392,0.8579,0.246,0
18,42.51,-0.165,17,4.22,1,83.0,38.64,0,,,11.0,53.0,4,317.13,24,11.1093,0.8881,0.2344,1
25,106.58,0.707,18,4.84,1,28.0,58.22,0,,,80.0,71.0,5,571.85,8,15.2421,0.5412,0.2547,1
7,31.92,-0.06,6,1.07,1,85.0,5.75,0,,,47.0,62.0,2,376.34,12,7.2657,0.1747,0.1529,1
20,38.95,0.798,17,3.53,1,60.0,20.89,1,0.545,10.6,42.0,65.0,9,439.51,8,11.2271,0.5229,0.1961,0
20,27.8,-0.037,19,4.62,0,10.0,0.0,0,,,71.0,86.0,8,185.97,8,10.2307,0.0,0.231,1
20,55.86,1.081,15,2.8,0,7.0,0.0,0,,,80.0,48.0,4,187.32,12,12.3017,0.0,0.175,1
39,65.72,0.208,18,5.86,0,9.0,0.0,1,0.986,14.2,79.0,79.0,13,306.17,8,15.4952,0.0,0.3084,0
12,32.63,0.894,10,0.99,0,12.0,0.0,1,0.571,1.6,57.0,91.0,2,371.81,8,9.0169,0.0,0.09,0
22,37.46,0.185,16,1.94,1,17.0,32.22,0,,,59.0,9.0,3,695.86,24,11.4434,0.8378,0.1141,1
17,34.08,-0.914,17,3.06,1,66.0,23.96,0,,,9.0,31.0,2,473.13,4,10.2829,0.683,0.17,1
20,42.41,0.169,23,1.86,0,11.0,0.0,0,,,35.0,68.0,15,479.5,24,11.4799,0.0,0.0775,1
24,23.65,-0.077,11,2.69,0,8.0,0.0,1,0.74,23.0,66.0,48.0,8,563.08,8,10.3158,0.0,0.2242,0
13,78.42,0.83,13,1.77,0,2.0,0.0,0,,,44.0,71.0,5,254.63,12,11.5452,0.0,0.1264,1
18,54.37,0.793,16,6.69,0,2.0,0.0,0,,,63.0,93.0,7,303.44,12,11.8191,0.0,0.3935,1
20,86.71,0.997,16,3.46,0,4.0,0.0,1,0.765,4.8,59.0,34.0,12,391.4,8,13.6213,0.0,0.2035,0
17,45.47,0.379,15,2.67,1,35.0,28.47,0,,,65.0,84.0,4,85.01,4,11.0956,0.6127,0.1669,1
14,11.68,1.103,14,1.92,0,9.0,0.0,1,0.619,15.0,68.0,62.0,2,209.49,4,6.8785,0.0,0.128,0
20,44.99,0.257,15,2.94,0,3.0,0.0,0,,,71.0,71.0,6,48.74,4,11.6557,0.0,0.1838,1
11,35.97,-0.601,11,2.41,1,90.0,27.68,1,0.615,4.7,52.0,52.0,2,205.39,8,8.9708,0.7487,0.2008,0
26,39.25,0.172,11,3.9,1,49.0,40.34,1,0.895,0.9,50.0,13.0,4,201.81,4,12.1785,1.0022,0.325,0
10,18.99,-0.571,10,1.21,0,11.0,0.0,1,0.715,1.8,35.0,54.0,1,318.9,8,7.1823,0.0,0.11,0
15,30.0,0.176,16,3.15,0,0.0,0.0,1,0.759,7.6,23.0,90.0,2,210.5,4,9.521,0.0,0.1853,0
15,16.41,1.145,8,3.46,0,4.0,0.0,0,,,22.0,46.0,1,107.02,12,7.9214,0.0,0.3844,1
22,33.93,-0.476,19,2.21,1,71.0,55.45,0,,,74.0,49.0,6,513.72,4,11.1415,1.5875,0.1105,1
13,52.14,0.156,11,2.05,0,13.0,0.0,0,,,67.0,33.0,6,425.58,52,10.4848,0.0,0.1708,1
23,51.04,0.538,16,6.28,0,1.0,0.0,0,,,75.0,80.0,6,555.34,4,12.5597,0.0,0.3694,1
33,31.67,0.085,19,1.87,0,3.0,0.0,0,,,80.0,54.0,12,1133.53,8,12.2945,0.0,0.0935,1
20,202.93,-0.251,15,3.13,1,41.0,27.01,0,,,35.0,78.0,6,106.62,4,16.1901,0.1324,0.1956,1
32,97.09,0.416,20,8.33,1,82.0,20.31,0,,,65.0,44.0,13,324.85,8,16.0346,0.2071,0.3967,1
13,22.86,-0.383,10,2.46,1,69.0,33.54,1,0.818,15.8,70.0,31.0,4,295.6,24,8.3716,1.4057,0.2236,0
26,126.64,-0.532,20,4.06,0,1.0,0.0,0,,,41.0,57.0,5,465.9,8,15.9822,0.0,0.1933,1
18,36.32,0.568,10,4.44,0,16.0,0.0,1,0.377,8.8,43.0,59.0,7,293.63,12,10.6575,0.0,0.4036,0
23,82.01,0.546,15,3.02,0,2.0,0.0,1,0.751,1.6,43.0,71.0,9,104.83,24,14.0437,0.0,0.1888,0
6,42.23,0.864,16,1.32,1,62.0,14.25,1,0.491,10.8,36.0,78.0,2,256.7,8,7.3293,0.3296,0.0776,0
8,9.2,0.068,5,3.5,1,51.0,6.81,0,,,5.0,59.0,2,651.74,12,5.1028,0.6676,0.5833,1
14,69.68,0.814,23,5.95,0,3.0,0.0,0,,,36.0,73.0,6,311.5,24,11.5313,0.0,0.2479,1
16,38.41,0.182,12,4.06,1,25.0,13.22,1,0.781,6.1,35.0,37.0,3,252.22,52,10.4093,0.3354,0.3123,0
15,55.45,-0.935,12,2.3,0,1.0,0.0,1,0.793,40.2,39.0,53.0,1,247.54,12,11.1828,0.0,0.1769,0
12,20.36,0.885,18,3.75,1,84.0,11.56,1,0.711,0.9,81.0,75.0,3,366.61,12,7.8526,0.5412,0.1974,0
19,26.81,-0.102,13,2.3,1,76.0,13.37,1,0.547,18.7,43.0,69.0,8,437.06,4,9.962,0.4808,0.1643,0
24,58.8,0.331,10,4.13,0,17.0,0.0,0,,,41.0,91.0,10,170.34,4,13.1684,0.0,0.3755,1
17,26.36,-0.512,12,1.74,1,46.0,19.35,0,,,26.0,12.0,7,301.99,8,9.5645,0.7072,0.1338,1
21,36.5,0.58,13,4.57,0,1.0,0.0,1,0.942,1.1,55.0,53.0,6,325.15,12,11.203,0.0,0.3264,0
30,47.41,1.098,17,1.41,1,39.0,109.12,1,0.832,5.8,64.0,79.0,11,423.74,24,13.3229,2.2541,0.0783,0
20,34.33,1.441,8,3.88,0,4.0,0.0,1,0.744,4.7,55.0,60.0,3,143.95,12,10.8529,0.0,0.4311,0
24,66.95,0.871,11,1.35,0,13.0,0.0,1,0.834,8.0,36.0,61.0,5,670.84,8,13.5797,0.0,0.1125,0
18,38.88,0.04,12,4.51,0,7.0,0.0,0,,,21.0,60.0,8,203.95,12,10.8528,0.0,0.3469,1
24,147.58,0.816,24,5.86,1,71.0,24.38,1,0.717,7.3,7.0,60.0,16,1036.66,8,16.098,0.1641,0.2344,0
10,37.11,0.2,13,4.76,1,73.0,21.17,1,0.408,5.7,42.0,79.0,6,437.24,4,8.7295,0.5555,0.34,0
20,25.86,0.996,22,2.54,1,47.0,30.17,0,,,61.0,72.0,5,97.92,8,10.0184,1.1232,0.1104,1
9,40.84,0.258,9,4.89,1,49.0,12.01,1,0.785,5.8,89.0,44.0,2,1632.78,8,8.5975,0.287,0.489,0
11,29.88,-0.538,6,3.89,1,33.0,20.06,1,0.485,0.7,33.0,45.0,2,199.85,8,8.5235,0.6496,0.5557,0
21,32.87,-0.191,20,2.14,0,5.0,0.0,0,,,49.0,72.0,10,469.33,12,10.8883,0.0,0.1019,1
15,61.41,-0.644,9,4.13,1,23.0,93.21,1,0.703,31.8,30.0,90.0,2,177.93,12,11.4611,1.4935,0.413,0
13,50.96,0.246,13,1.29,1,25.0,12.81,0,,,78.0,63.0,2,135.87,4,10.4255,0.2465,0.0921,1
9,41.33,-0.845,10,2.09,0,5.0,0.0,0,,,65.0,79.0,1,36.11,4,8.6243,0.0,0.19,1
26,27.29,0.837,14,3.88,0,12.0,0.0,1,0.934,12.0,60.0,59.0,7,671.84,8,11.0164,0.0,0.2587,0
14,55.91,0.853,12,1.26,1,63.0,10.23,1,0.745,4.8,20.0,3.0,6,552.66,8,10.9445,0.1798,0.0969,0
27,65.88,1.108,19,1.99,1,43.0,55.33,1,0.612,13.8,63.0,56.0,13,413.61,12,14.0049,0.8273,0.0995,0
20,70.4,0.739,12,2.67,0,2.0,0.0,1,0.673,6.3,27.0,92.0,4,396.47,12,12.9949,0.0,0.2054,0
20,66.15,-0.11,12,2.75,1,82.0,34.15,0,,,53.0,75.0,7,748.39,12,12.8081,0.5086,0.2115,1
18,63.81,1.426,13,3.74,0,2.0,0.0,1,0.932,2.9,69.0,63.0,6,377.49,4,12.2826,0.0,0.2671,0
12,43.05,-0.245,7,1.62,0,6.0,0.0,1,0.659,18.3,49.0,68.0,0,281.73,12,9.7092,0.0,0.2025,0
9,27.16,-0.525,12,2.1,1,60.0,25.71,0,,,43.0,73.0,3,152.97,8,7.6858,0.913,0.1615,1
23,73.49,0.184,13,1.56,0,1.0,0.0,1,0.37,7.1,58.0,76.0,7,245.92,8,13.6995,0.0,0.1114,0
12,60.78,-0.358,6,3.02,0,8.0,0.0,1,0.889,0.1,56.0,35.0,7,212.34,4,10.5768,0.0,0.4314,0
15,35.54,1.223,17,2.21,0,12.0,0.0,1,0.94,22.1,14.0,50.0,6,486.99,24,9.9769,0.0,0.1228,0
16,55.84,-0.748,10,3.43,0,1.0,0.0,0,,,80.0,50.0,6,250.98,12,11.4469,0.0,0.3118,1
21,126.55,1.002,14,3.51,0,2.0,0.0,1,0.778,8.7,42.0,52.0,9,148.64,24,14.9869,0.0,0.234,0
25,64.7,-0.433,17,3.63,0,5.0,0.0,1,0.673,4.1,85.0,79.0,12,534.43,12,13.6355,0.0,0.2017,0
16,40.26,-0.194,12,2.09,0,10.0,0.0,0,,,39.0,91.0,6,91.8,8,10.5393,0.0,0.1608,1
10,18.67,0.033,14,5.1,1,45.0,23.84,0,,,30.0,49.0,4,693.37,8,7.1436,1.212,0.34,1
28,51.06,-0.556,11,6.37,1,54.0,24.8,1,0.589,22.1,59.0,96.0,6,1418.72,8,13.3089,0.4764,0.5308,0
