region,gender,age,occupation,monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,repaid
East Africa,Female,24,Trader,15,57.15,-0.263,8,5.71,1,43.0,17.79,0,,,66.0,49.0,3,245.86,12,1
West Africa,Male,28,Informal worker,18,21.89,0.846,13,1.5,0,1.0,0.0,1,0.612,14.6,45.0,58.0,3,379.07,12,1
Central Africa,Male,24,Salaried,6,18.52,-0.881,11,1.9,0,14.0,0.0,0,,,48.0,64.0,2,137.49,4,1
East Africa,Male,33,Salaried,8,17.37,-0.264,10,4.53,0,1.0,0.0,0,,,30.0,29.0,3,107.81,8,0
East Africa,Male,39,Trader,14,68.97,-0.692,18,5.66,0,4.0,0.0,0,,,28.0,72.0,4,222.14,8,1
West Africa,Male,58,Trader,19,82.06,-0.384,13,3.22,0,6.0,0.0,0,,,38.0,44.0,7,188.92,12,0
East Africa,Male,53,Farmer,11,114.58,-0.64,10,3.21,0,11.0,0.0,0,,,69.0,78.0,4,592.65,4,1
Southern Africa,Male,50,Trader,19,124.53,-0.275,11,3.78,1,81.0,15.61,0,,,31.0,51.0,6,384.25,4,0
Central Africa,Male,40,Farmer,17,16.91,-0.19,12,3.03,1,56.0,28.42,1,0.617,11.6,21.0,94.0,5,206.32,12,1
West Africa,Female,31,Informal worker,27,77.63,0.614,17,3.31,1,69.0,47.98,1,0.789,3.2,19.0,73.0,9,379.25,24,1
Central Africa,Female,31,Informal worker,6,27.43,-0.064,3,1.25,0,6.0,0.0,0,,,46.0,73.0,0,138.88,4,0
Southern Africa,Female,24,Trader,10,32.71,-0.909,13,1.82,0,0.0,0.0,1,0.826,15.0,44.0,55.0,5,140.48,8,1
West Africa,Female,49,Trader,7,32.55,0.63,17,2.21,0,8.0,0.0,1,0.721,0.2,48.0,31.0,4,74.19,4,1
West Africa,Female,54,Salaried,40,205.6,0.515,25,3.52,0,14.0,0.0,1,0.923,8.3,50.0,61.0,2,365.85,24,1
West Africa,Male,43,Self-employed,29,107.88,1.233,19,3.46,0,5.0,0.0,1,0.891,2.6,43.0,98.0,11,523.35,4,1
Central Africa,Male,45,Informal worker,33,68.32,0.902,19,6.65,0,9.0,0.0,0,,,40.0,50.0,5,978.51,8,1
West Africa,Male,35,Informal worker,21,66.13,0.693,11,4.2,1,26.0,42.5,1,0.469,24.5,46.0,70.0,7,331.52,4,1
East Africa,Male,63,Informal worker,15,19.72,0.758,15,2.43,0,7.0,0.0,0,,,65.0,53.0,7,435.22,8,1
Southern Africa,Prefer not to say,59,Trader,9,64.85,-0.457,20,3.35,0,9.0,0.0,1,0.77,11.6,43.0,72.0,3,539.33,4,1
Central Africa,Male,37,Salaried,6,25.45,0.031,9,1.37,0,0.0,0.0,0,,,76.0,36.0,3,115.01,24,1
Southern Africa,Female,53,Trader,7,16.17,-1.891,14,1.76,0,1.0,0.0,0,,,41.0,55.0,4,362.49,24,0
Southern Africa,Male,34,Informal worker,6,21.85,0.233,9,3.28,1,44.0,37.15,0,,,48.0,71.0,4,431.52,4,1
West Africa,Male,23,Trader,16,168.24,0.471,13,2.38,0,7.0,0.0,0,,,37.0,51.0,7,129.27,12,1
Central Africa,Male,31,Informal worker,39,59.38,0.223,21,7.5,0,9.0,0.0,0,,,49.0,78.0,10,266.85,12,1
West Africa,Male,57,Salaried,10,43.6,-0.306,11,1.7,0,4.0,0.0,1,0.901,15.8,45.0,35.0,2,89.36,8,0
West Africa,Male,40,Informal worker,17,57.25,-1.008,19,2.22,0,15.0,0.0,1,0.608,6.8,50.0,71.0,7,167.31,4,1
Central Africa,Female,58,Farmer,6,65.11,-0.941,12,1.4,0,6.0,0.0,1,0.799,1.8,55.0,51.0,4,371.8,8,0
West Africa,Male,33,Informal worker,14,14.93,-0.122,14,1.74,0,21.0,0.0,1,0.543,3.0,8.0,56.0,4,416.85,8,1
West Africa,Female,39,Informal worker,19,104.35,-0.713,12,1.76,1,66.0,55.82,1,0.764,1.8,59.0,68.0,2,170.03,8,1
East Africa,Female,21,Informal worker,21,130.23,1.338,13,5.32,0,3.0,0.0,1,0.403,2.1,14.0,84.0,8,182.7,24,1
West Africa,Male,54,Farmer,8,18.66,0.103,8,2.64,0,11.0,0.0,0,,,37.0,60.0,2,94.24,8,1
West Africa,Prefer not to say,32,Farmer,20,87.53,0.143,12,3.33,0,7.0,0.0,1,0.854,0.7,84.0,88.0,6,99.5,12,1
East Africa,Male,22,Informal worker,23,28.08,0.238,11,2.66,0,1.0,0.0,0,,,48.0,35.0,10,1031.65,4,1
Southern Africa,Male,28,Trader,14,37.13,0.257,13,1.36,0,2.0,0.0,0,,,29.0,51.0,6,1802.47,4,0
Southern Africa,Male,49,Informal worker,8,18.62,-0.908,14,3.06,1,82.0,19.4,1,0.947,0.4,73.0,61.0,5,216.51,4,1
West Africa,Female,56,Trader,14,49.37,0.124,12,1.52,0,5.0,0.0,1,0.37,9.5,17.0,33.0,0,208.65,12,1
East Africa,Female,62,Informal worker,17,36.85,0.237,21,1.43,0,4.0,0.0,0,,,26.0,47.0,4,365.83,4,1
Southern Africa,Female,29,Farmer,15,41.43,-0.415,12,4.38,0,9.0,0.0,0,,,27.0,25.0,5,130.99,12,0
West Africa,Female,45,Salaried,14,23.53,0.269,14,2.87,0,0.0,0.0,1,0.874,6.1,39.0,66.0,4,362.66,12,1
West Africa,Male,39,Trader,20,79.2,-0.122,10,0.84,1,59.0,31.67,1,0.551,2.4,43.0,57.0,6,539.24,12,0
West Africa,Female,51,Farmer,11,31.45,0.147,10,1.34,0,8.0,0.0,0,,,38.0,69.0,2,213.78,4,0
East Africa,Female,49,Trader,18,54.42,0.852,20,5.21,1,37.0,28.55,1,0.545,15.8,41.0,76.0,8,584.56,24,1
West Africa,Male,21,Salaried,8,31.54,-0.028,13,2.81,0,7.0,0.0,1,0.921,22.9,71.0,49.0,7,318.12,8,1
Southern Africa,Male,25,Trader,17,16.18,1.142,15,1.96,1,62.0,17.58,0,,,12.0,54.0,5,351.75,4,1
Central Africa,Male,45,Farmer,10,20.76,-0.42,16,2.98,1,70.0,33.04,0,,,40.0,26.0,7,254.14,4,1
West Africa,Male,42,Trader,8,30.52,-0.819,10,1.33,0,7.0,0.0,0,,,26.0,82.0,2,180.65,24,0
East Africa,Female,59,Salaried,27,57.72,0.526,19,3.38,0,4.0,0.0,0,,,76.0,59.0,18,505.06,8,0
West Africa,Male,57,Trader,29,175.69,-0.082,14,13.42,1,27.0,21.25,1,0.959,12.2,22.0,89.0,4,536.66,8,1
West Africa,Male,20,Informal worker,7,82.46,0.015,9,6.04,0,18.0,0.0,0,,,45.0,69.0,5,115.23,52,1
Southern Africa,Female,45,Trader,11,53.46,-0.876,9,1.8,1,67.0,10.91,0,,,44.0,68.0,3,222.58,8,0
East Africa,Female,37,Farmer,34,241.05,1.011,12,4.28,1,45.0,75.83,1,0.905,2.6,27.0,58.0,10,1144.92,12,1
Central Africa,Female,40,Trader,14,32.32,-0.166,20,3.71,0,1.0,0.0,0,,,28.0,14.0,4,160.22,24,1
East Africa,Female,21,Informal worker,24,94.1,1.421,26,6.22,0,1.0,0.0,1,0.841,11.0,23.0,69.0,8,253.12,8,1
West Africa,Female,57,Trader,15,50.5,0.872,16,2.11,1,78.0,20.21,1,0.655,6.9,61.0,54.0,5,301.45,8,1
East Africa,Male,25,Self-employed,19,81.95,1.024,20,3.06,1,76.0,57.76,0,,,59.0,78.0,10,967.42,12,1
West Africa,Female,62,Farmer,14,23.36,-0.677,8,2.18,0,6.0,0.0,0,,,49.0,59.0,3,98.91,52,1
Central Africa,Male,61,Informal worker,11,53.29,-0.379,18,1.63,0,1.0,0.0,0,,,51.0,47.0,6,120.69,24,1
Southern Africa,Male,56,Trader,12,37.69,0.147,22,1.72,1,54.0,19.62,1,0.716,5.3,29.0,91.0,5,179.95,12,1
West Africa,Prefer not to say,23,Trader,34,40.13,1.0,16,4.26,1,62.0,15.2,0,,,76.0,78.0,12,252.31,24,1
East Africa,Female,37,Salaried,19,98.87,0.554,20,3.01,1,23.0,23.68,0,,,77.0,89.0,13,745.41,4,1
Southern Africa,Female,19,Salaried,9,16.13,-0.109,10,2.32,0,3.0,0.0,1,0.885,1.6,31.0,26.0,6,281.21,52,1
Southern Africa,Male,46,Informal worker,7,66.26,0.069,8,2.85,0,10.0,0.0,0,,,46.0,45.0,5,65.53,12,1
West Africa,Female,58,Salaried,33,87.74,1.661,18,4.99,1,27.0,41.77,0,,,60.0,73.0,9,1375.95,12,1
West Africa,Male,42,Trader,7,13.06,0.732,9,1.5,1,52.0,14.96,0,,,55.0,29.0,1,52.61,12,1
West Africa,Male,19,Self-employed,15,44.13,1.227,12,6.83,1,65.0,61.55,1,0.905,7.6,23.0,27.0,8,275.14,4,1
East Africa,Male,32,Farmer,11,40.81,-1.127,17,4.18,0,0.0,0.0,0,,,54.0,25.0,3,256.6,24,0
East Africa,Male,26,Salaried,12,88.21,-1.767,16,2.68,0,7.0,0.0,0,,,24.0,77.0,6,249.6,12,0
West Africa,Male,38,Informal worker,15,78.0,0.184,10,1.51,0,3.0,0.0,0,,,64.0,57.0,1,172.83,24,1
East Africa,Female,35,Trader,20,41.46,0.665,15,3.23,1,16.0,28.7,0,,,34.0,83.0,6,679.74,4,1
East Africa,Male,56,Informal worker,22,49.65,0.744,16,2.77,1,37.0,34.53,0,,,42.0,85.0,6,1087.11,8,1
West Africa,Female,28,Self-employed,22,182.35,0.86,21,2.63,0,4.0,0.0,0,,,76.0,64.0,3,128.22,52,1
Central Africa,Female,32,Trader,31,25.99,1.095,15,3.02,0,5.0,0.0,1,0.854,2.1,86.0,50.0,5,300.02,4,1
East Africa,Male,29,Farmer,9,15.68,-0.135,10,2.57,0,13.0,0.0,0,,,15.0,77.0,3,197.54,8,1
East Africa,Female,59,Informal worker,34,214.85,1.15,20,4.01,1,66.0,59.6,1,0.9,18.3,23.0,73.0,10,233.95,24,1
East Africa,Male,31,Farmer,24,52.71,0.722,16,2.6,0,5.0,0.0,1,0.951,5.3,37.0,62.0,6,410.95,8,1
West Africa,Female,64,Farmer,11,58.39,0.33,15,2.67,0,16.0,0.0,0,,,65.0,60.0,2,965.35,4,1
Central Africa,Male,49,Informal worker,13,135.07,0.09,18,4.99,1,72.0,10.51,1,0.965,25.3,24.0,65.0,11,290.32,12,1
East Africa,Male,32,Self-employed,5,7.75,-1.023,8,12.33,0,7.0,0.0,0,,,31.0,76.0,1,209.4,24,1
East Africa,Male,45,Farmer,24,108.93,-0.817,9,2.53,0,5.0,0.0,0,,,66.0,95.0,4,720.86,24,1
Central Africa,Female,23,Self-employed,38,121.84,0.421,19,8.62,0,0.0,0.0,0,,,41.0,58.0,12,683.53,24,1
Southern Africa,Male,60,Trader,6,11.52,-1.076,7,3.16,0,4.0,0.0,1,0.84,13.1,15.0,51.0,1,272.66,12,1
Southern Africa,Female,62,Trader,10,31.63,-0.046,7,2.36,0,3.0,0.0,0,,,24.0,20.0,5,145.69,8,1
West Africa,Male,31,Trader,19,66.21,0.896,18,1.54,1,84.0,10.16,1,0.71,23.6,81.0,97.0,6,322.45,4,1
West Africa,Female,26,Farmer,11,46.02,-0.078,13,1.98,1,21.0,25.5,0,,,52.0,87.0,3,103.9,4,0
Southern Africa,Male,38,Informal worker,10,18.82,-0.225,10,1.23,1,51.0,14.59,0,,,29.0,66.0,5,367.95,8,1
East Africa,Male,54,Trader,16,64.62,0.25,16,2.16,1,36.0,22.98,0,,,73.0,27.0,5,448.97,4,1
Southern Africa,Male,47,Farmer,11,29.39,-0.913,8,1.57,1,50.0,12.72,1,0.626,2.0,37.0,85.0,2,123.41,8,1
Southern Africa,Male,19,Informal worker,19,39.27,0.889,18,4.57,0,2.0,0.0,0,,,76.0,98.0,9,478.37,4,1
West Africa,Female,18,Informal worker,10,25.71,-0.042,10,1.35,1,74.0,31.44,0,,,31.0,39.0,1,124.76,12,1
West Africa,Female,29,Informal worker,14,65.54,-0.262,10,3.39,1,36.0,26.1,1,0.559,0.0,53.0,18.0,12,1050.46,8,1
East Africa,Male,53,Informal worker,4,17.93,0.121,4,2.07,0,10.0,0.0,0,,,39.0,74.0,1,119.14,52,1
West Africa,Male,30,Self-employed,16,42.38,-1.706,10,2.97,1,97.0,25.35,1,0.831,12.4,59.0,65.0,3,107.83,8,1
Southern Africa,Male,60,Informal worker,12,25.16,-0.253,15,2.54,1,68.0,14.24,1,0.688,11.1,53.0,61.0,2,80.01,8,1
Southern Africa,Female,31,Self-employed,22,32.21,0.568,25,3.99,0,12.0,0.0,0,,,20.0,93.0,13,1202.1,12,1
East Africa,Female,59,Self-employed,14,26.49,-0.607,19,1.28,0,1.0,0.0,0,,,83.0,92.0,2,522.12,8,1
Southern Africa,Female,61,Salaried,23,54.01,0.037,20,3.21,1,49.0,31.33,0,,,56.0,55.0,4,370.93,4,1
East Africa,Female,52,Trader,14,39.97,0.217,13,1.97,0,10.0,0.0,1,0.953,14.7,67.0,83.0,4,955.31,24,1
Southern Africa,Male,26,Farmer,16,91.87,0.098,9,5.56,0,0.0,0.0,1,0.824,1.1,46.0,67.0,2,467.91,8,0
West Africa,Male,21,Farmer,17,32.5,0.986,13,4.02,0,2.0,0.0,1,0.862,0.6,42.0,32.0,7,134.89,4,1
Southern Africa,Female,26,Trader,10,48.71,-1.143,8,3.31,0,2.0,0.0,0,,,53.0,33.0,2,186.05,8,1
Southern Africa,Male,47,Informal worker,10,26.83,-0.135,8,1.91,0,2.0,0.0,0,,,87.0,45.0,2,65.6,8,0
West Africa,Male,50,Trader,17,32.16,-0.838,12,1.36,0,5.0,0.0,1,0.143,0.1,10.0,13.0,4,127.51,4,0
East Africa,Male,64,Informal worker,7,14.34,0.725,11,4.27,0,3.0,0.0,0,,,39.0,80.0,7,251.89,12,1
Central Africa,Female,62,Salaried,16,24.14,0.362,15,4.29,0,11.0,0.0,1,0.841,1.6,41.0,53.0,2,168.37,12,1
West Africa,Female,32,Farmer,17,88.64,-0.502,14,4.61,0,5.0,0.0,0,,,55.0,45.0,8,288.09,12,1
Southern Africa,Prefer not to say,36,Self-employed,26,34.64,0.729,18,4.01,0,3.0,0.0,1,0.909,14.8,55.0,73.0,11,180.65,12,1
Central Africa,Male,54,Salaried,22,40.58,1.347,17,4.11,0,1.0,0.0,0,,,56.0,91.0,8,95.3,12,1
Central Africa,Male,54,Salaried,14,49.24,-0.054,13,3.52,0,6.0,0.0,0,,,46.0,35.0,3,341.87,4,0
East Africa,Male,32,Trader,4,33.49,-0.462,7,1.83,0,2.0,0.0,0,,,43.0,46.0,2,159.93,12,0
East Africa,Female,19,Self-employed,13,39.31,0.18,12,4.57,1,59.0,35.73,0,,,29.0,53.0,3,60.7,8,1
Central Africa,Male,22,Trader,28,21.01,0.452,18,6.32,1,93.0,59.06,1,0.799,22.7,36.0,77.0,7,206.94,4,1
East Africa,Female,56,Salaried,15,13.25,0.442,13,1.91,0,13.0,0.0,1,0.861,5.2,27.0,67.0,2,179.19,4,0
West Africa,Male,34,Trader,17,96.55,0.118,5,3.03,1,34.0,29.68,0,,,56.0,67.0,2,176.87,12,1
West Africa,Female,51,Trader,12,56.8,0.155,12,2.12,0,4.0,0.0,0,,,27.0,55.0,0,98.95,24,0
Southern Africa,Female,55,Farmer,16,19.55,0.509,19,2.04,0,16.0,0.0,0,,,77.0,68.0,6,104.18,8,1
East Africa,Male,60,Informal worker,31,51.4,0.516,21,7.73,0,2.0,0.0,1,0.929,1.4,82.0,82.0,6,129.62,24,1
West Africa,Female,41,Salaried,23,154.69,0.205,9,6.99,0,7.0,0.0,0,,,26.0,96.0,5,394.62,8,0
West Africa,Male,47,Informal worker,17,76.27,0.445,25,5.56,1,53.0,64.45,0,,,55.0,83.0,10,1009.06,8,1
Southern Africa,Female,27,Informal worker,9,23.86,0.048,17,2.71,1,81.0,9.0,0,,,54.0,83.0,4,1039.87,8,1
East Africa,Female,62,Trader,20,23.34,0.458,19,2.24,0,4.0,0.0,1,0.727,6.7,34.0,62.0,1,504.97,12,1
Central Africa,Female,59,Self-employed,4,20.96,-0.108,11,1.05,0,13.0,0.0,0,,,48.0,75.0,3,275.43,4,1
Southern Africa,Male,36,Farmer,13,61.64,-1.17,15,1.24,0,3.0,0.0,1,0.879,0.6,50.0,95.0,7,103.53,4,0
Central Africa,Prefer not to say,35,Self-employed,12,85.41,-0.076,8,2.37,1,88.0,11.22,1,0.87,31.6,42.0,82.0,0,177.34,12,1
Central Africa,Female,52,Salaried,17,83.71,0.074,12,5.02,1,47.0,39.23,0,,,37.0,75.0,2,234.45,8,1
West Africa,Female,37,Farmer,6,35.74,0.049,5,2.46,1,37.0,5.97,0,,,84.0,56.0,2,167.02,4,1
Southern Africa,Prefer not to say,52,Farmer,29,81.73,0.089,20,5.24,1,56.0,42.25,1,0.499,0.1,58.0,98.0,9,443.53,8,1
West Africa,Male,22,Informal worker,18,27.51,0.13,10,1.81,0,1.0,0.0,0,,,38.0,65.0,7,465.92,8,1
Central Africa,Male,30,Self-employed,15,42.78,0.326,21,1.9,1,68.0,72.71,0,,,43.0,61.0,4,197.53,12,1
West Africa,Male,54,Informal worker,13,9.96,-0.218,8,3.72,0,1.0,0.0,1,0.49,16.0,6.0,40.0,3,114.37,4,1
Southern Africa,Male,61,Salaried,21,106.5,0.811,21,6.89,1,64.0,49.19,1,0.617,17.1,47.0,36.0,5,134.3,12,0
Southern Africa,Female,19,Self-employed,16,58.06,0.103,15,1.56,1,20.0,16.82,1,0.712,6.4,78.0,27.0,7,268.53,4,1
West Africa,Female,54,Farmer,32,66.51,-0.342,21,7.06,0,9.0,0.0,1,0.862,8.7,38.0,80.0,13,331.64,12,1
Southern Africa,Male,21,Farmer,18,21.47,-1.494,17,2.36,1,66.0,42.27,1,0.914,10.3,28.0,69.0,3,231.76,24,1
West Africa,Male,58,Informal worker,20,45.96,-0.75,13,1.68,1,31.0,20.2,1,0.563,0.9,28.0,45.0,4,459.41,8,1
East Africa,Female,29,Trader,25,44.27,-0.421,15,2.28,1,95.0,20.97,0,,,64.0,56.0,3,218.64,12,1
East Africa,Female,35,Salaried,16,44.42,0.426,8,3.39,0,15.0,0.0,1,0.772,8.7,34.0,68.0,2,88.94,8,1
East Africa,Prefer not to say,51,Trader,14,40.28,0.612,11,1.7,1,71.0,11.91,1,0.511,25.5,43.0,58.0,4,203.76,4,1
East Africa,Male,57,Informal worker,25,112.86,0.896,9,4.91,1,87.0,35.44,0,,,45.0,93.0,11,250.18,8,1
Central Africa,Female,37,Farmer,22,13.18,0.092,21,3.26,1,71.0,12.63,1,0.635,1.7,47.0,89.0,8,329.67,8,1
West Africa,Male,32,Salaried,12,50.24,-0.994,10,3.03,0,1.0,0.0,0,,,66.0,56.0,5,275.27,4,0
East Africa,Male,64,Farmer,10,70.98,-0.352,13,2.04,1,62.0,20.45,0,,,47.0,86.0,2,1096.93,12,1
Central Africa,Female,63,Informal worker,9,43.36,0.897,13,1.97,0,3.0,0.0,0,,,85.0,53.0,4,756.53,12,0
Southern Africa,Male,42,Trader,25,60.31,-0.27,20,7.37,1,71.0,40.09,1,0.842,22.2,22.0,93.0,6,228.62,8,1
West Africa,Female,19,Salaried,10,88.11,0.211,12,3.04,1,56.0,21.74,0,,,72.0,42.0,2,60.47,8,1
Central Africa,Male,63,Farmer,14,16.33,-0.244,11,3.15,1,44.0,16.72,0,,,25.0,9.0,4,290.66,4,1
West Africa,Male,47,Informal worker,14,19.47,-0.287,12,1.77,0,3.0,0.0,0,,,62.0,58.0,2,220.52,12,1
East Africa,Female,43,Salaried,9,37.52,-0.274,16,4.11,0,4.0,0.0,1,0.782,3.6,19.0,71.0,2,191.87,4,1
East Africa,Male,23,Farmer,20,91.51,0.805,17,3.17,1,68.0,10.56,1,0.353,2.2,51.0,63.0,2,401.79,8,1
Southern Africa,Male,64,Trader,19,92.56,-0.322,17,9.67,1,56.0,46.58,0,,,52.0,44.0,8,195.63,4,1
West Africa,Male,51,Trader,9,71.11,-0.105,12,1.75,1,75.0,28.96,1,0.681,18.9,18.0,18.0,2,321.3,4,0
West Africa,Male,28,Informal worker,14,134.03,-1.167,15,2.06,1,28.0,22.18,1,0.634,6.7,50.0,81.0,4,411.5,12,1
Southern Africa,Female,35,Trader,19,42.49,0.048,21,4.51,0,5.0,0.0,1,0.839,0.7,43.0,83.0,10,729.92,8,1
West Africa,Male,34,Farmer,17,63.07,0.328,11,3.39,0,11.0,0.0,1,0.56,9.4,75.0,79.0,3,330.17,8,1
East Africa,Female,58,Trader,22,92.25,0.759,13,1.83,0,5.0,0.0,0,,,36.0,57.0,5,115.07,12,1
Southern Africa,Female,40,Farmer,25,81.94,0.471,12,2.56,1,13.0,25.21,1,0.813,9.4,62.0,56.0,7,293.04,52,1
Southern Africa,Female,59,Farmer,14,34.58,-0.076,16,3.16,0,1.0,0.0,1,0.596,1.4,67.0,77.0,4,483.56,8,0
West Africa,Male,50,Farmer,23,45.25,0.635,15,3.94,0,10.0,0.0,0,,,85.0,54.0,9,140.19,4,1
West Africa,Female,35,Informal worker,38,85.69,1.993,28,5.66,0,0.0,0.0,1,0.774,17.5,64.0,93.0,12,346.69,4,1
Central Africa,Female,37,Informal worker,13,80.27,0.287,11,2.12,1,72.0,25.86,1,0.775,11.5,38.0,46.0,3,492.65,4,1
East Africa,Male,56,Farmer,13,16.7,-1.402,14,5.18,0,2.0,0.0,1,0.466,10.5,72.0,31.0,1,391.27,12,0
West Africa,Female,41,Self-employed,17,54.42,0.093,14,1.32,0,16.0,0.0,1,0.816,14.4,22.0,45.0,7,189.73,12,1
West Africa,Male,50,Farmer,12,12.73,0.203,7,2.95,0,3.0,0.0,0,,,43.0,23.0,1,133.54,12,0
West Africa,Male,23,Salaried,20,83.48,0.363,20,3.76,1,54.0,22.54,1,0.671,5.0,25.0,91.0,4,234.44,8,1
Central Africa,Male,38,Informal worker,21,38.52,-0.359,12,3.65,1,64.0,25.93,0,,,56.0,51.0,4,178.24,12,1
West Africa,Male,45,Farmer,9,44.66,0.448,17,1.79,1,62.0,13.37,1,0.76,14.1,79.0,33.0,3,269.36,4,1
West Africa,Male,34,Informal worker,36,162.68,0.722,22,10.48,0,0.0,0.0,0,,,55.0,68.0,13,578.98,24,1
East Africa,Male,57,Trader,25,12.64,-0.379,15,4.19,1,64.0,16.99,1,0.723,6.0,56.0,90.0,5,437.22,4,1
West Africa,Male,27,Self-employed,12,18.83,-0.293,14,0.83,1,72.0,6.21,0,,,65.0,52.0,3,446.19,52,1
West Africa,Female,57,Informal worker,17,59.67,0.84,13,3.35,1,20.0,69.59,0,,,29.0,77.0,9,362.06,52,1
Central Africa,Male,20,Trader,11,40.42,0.221,8,4.2,1,64.0,13.12,1,0.647,0.0,28.0,32.0,9,171.94,8,1
Southern Africa,Female,38,Farmer,23,19.93,-0.182,21,2.87,1,60.0,10.59,0,,,33.0,55.0,3,590.19,12,1
West Africa,Female,42,Informal worker,14,41.39,0.244,10,1.33,1,75.0,15.5,0,,,39.0,62.0,4,138.57,12,1
East Africa,Male,29,Trader,13,17.83,0.315,14,1.38,0,5.0,0.0,1,0.906,5.2,70.0,22.0,4,370.85,12,1
West Africa,Male,43,Trader,6,71.55,-0.793,14,1.31,0,2.0,0.0,1,0.931,4.8,83.0,70.0,2,243.33,8,1
West Africa,Male,60,Self-employed,9,20.31,-0.566,13,3.17,0,2.0,0.0,0,,,48.0,74.0,4,75.48,8,0
East Africa,Female,38,Farmer,3,26.78,-0.668,5,2.26,0,15.0,0.0,1,0.588,5.6,62.0,55.0,2,138.82,52,0
East Africa,Male,43,Trader,25,119.9,0.445,12,5.8,1,71.0,25.75,1,0.927,2.9,28.0,74.0,9,220.29,12,1
Southern Africa,Male,62,Trader,12,20.98,1.005,9,3.11,1,58.0,39.51,1,0.797,13.7,65.0,46.0,8,203.68,8,1
Central Africa,Prefer not to say,61,Informal worker,13,30.38,1.242,11,3.36,0,3.0,0.0,1,0.56,41.9,72.0,82.0,7,290.65,8,1
West Africa,Male,18,Informal worker,25,48.47,0.158,15,1.49,0,3.0,0.0,0,,,47.0,62.0,4,192.49,8,0
Central Africa,Male,52,Informal worker,14,44.32,-1.153,15,2.37,0,16.0,0.0,0,,,23.0,41.0,5,185.37,52,1
East Africa,Female,57,Self-employed,15,35.02,0.229,15,2.42,1,92.0,15.89,1,0.621,8.3,47.0,77.0,6,344.13,4,1
West Africa,Female,62,Trader,17,14.42,-0.149,12,2.51,0,8.0,0.0,1,0.801,33.5,39.0,57.0,2,324.27,8,1
Southern Africa,Male,55,Trader,7,33.53,-0.78,10,4.41,0,10.0,0.0,0,,,21.0,47.0,2,250.78,8,0
West Africa,Male,21,Trader,13,44.03,0.649,10,1.86,0,7.0,0.0,1,0.918,1.4,17.0,56.0,4,398.37,4,1
East Africa,Male,53,Farmer,20,37.53,0.632,14,6.72,0,2.0,0.0,0,,,28.0,48.0,3,321.87,24,1
Southern Africa,Male,57,Trader,13,31.68,-0.236,8,1.97,1,40.0,7.33,0,,,46.0,38.0,0,179.19,4,1
West Africa,Male,42,Farmer,27,106.99,0.227,18,6.55,1,48.0,15.73,0,,,64.0,35.0,6,317.02,8,0
Central Africa,Male,18,Salaried,20,76.22,0.103,24,4.11,1,78.0,37.51,0,,,87.0,95.0,5,403.93,12,1
West Africa,Female,26,Trader,16,39.2,-0.051,20,1.29,0,11.0,0.0,0,,,7.0,43.0,4,211.94,4,0
Southern Africa,Female,30,Self-employed,14,74.35,0.74,16,3.85,0,6.0,0.0,0,,,18.0,40.0,5,229.52,8,1
West Africa,Prefer not to say,58,Self-employed,8,42.12,0.198,6,1.3,1,35.0,17.61,1,0.847,14.5,81.0,78.0,5,221.09,4,1
West Africa,Female,23,Farmer,11,35.65,0.131,10,2.7,1,44.0,28.72,1,0.809,1.7,43.0,64.0,4,50.4,8,1
East Africa,Male,52,Salaried,14,52.82,1.103,9,2.14,1,36.0,57.3,0,,,98.0,46.0,6,301.84,24,1
Central Africa,Male,26,Informal worker,11,64.96,0.039,16,1.59,1,81.0,35.05,0,,,28.0,50.0,2,205.25,12,1
West Africa,Female,57,Farmer,20,36.31,0.045,12,5.88,0,7.0,0.0,1,0.652,4.4,31.0,65.0,8,118.72,12,0
Central Africa,Male,18,Informal worker,37,37.16,0.507,18,8.39,1,73.0,26.35,1,0.875,7.6,62.0,91.0,12,301.26,4,1
West Africa,Male,29,Trader,11,55.48,-0.788,8,1.3,0,0.0,0.0,1,0.703,4.9,40.0,79.0,1,481.85,12,0
East Africa,Female,22,Farmer,19,24.78,1.148,13,2.99,1,22.0,9.97,0,,,47.0,40.0,4,253.69,4,1
East Africa,Male,44,Salaried,17,69.91,0.603,10,2.09,1,80.0,15.63,0,,,78.0,53.0,5,294.31,12,1
West Africa,Male,54,Informal worker,13,16.74,0.729,12,2.68,0,13.0,0.0,1,0.807,6.7,10.0,67.0,6,187.15,12,1
Central Africa,Male,37,Farmer,23,26.41,0.007,12,5.73,0,4.0,0.0,0,,,50.0,93.0,3,258.14,4,1
East Africa,Prefer not to say,43,Informal worker,14,55.4,0.214,13,4.83,0,10.0,0.0,0,,,39.0,85.0,6,255.64,8,1
Southern Africa,Female,48,Self-employed,29,50.91,-0.144,16,2.71,0,2.0,0.0,1,0.835,0.1,66.0,66.0,13,505.05,8,0
East Africa,Male,39,Trader,10,46.63,-0.338,11,2.38,0,1.0,0.0,1,0.537,5.3,50.0,33.0,4,556.02,12,0
